Unaffected,14493.5,0,0,0,0,
Unaffected,13663.5,0,0,0,0,
Unaffected,14300.0,0,0,0,0,
Unaffected,7735.5,0,0,0,0,
Unaffected,11123.0,0,0,0,0,
Unaffected,9863.0,0,0,0,0,
Unaffected,12533.5,0,0,0,0,
Unaffected,11258.5,0,0,0,0,
Unaffected,15810.5,0,0,0,0,
Unaffected,15145.0,0,0,0,0,
Unaffected,14298.5,0,0,0,0,
Unaffected,13217.5,0,0,0,0,
Unaffected,11263.0,0,0,0,0,
Unaffected,11971.0,0,0,0,0,
Unaffected,11716.5,0,0,0,0,
Unaffected,33.0,11454.0,0,0,0,
Unaffected,15800.0,0,0,0,0,
Unaffected,18593.0,0,0,0,0,
Unaffected,11366.5,0,0,0,0,
Unaffected,15186.5,0,0,0,0,
Unaffected,14366.5,0,0,0,0,
Unaffected,12378.5,0,0,0,0,
Unaffected,15133.0,0,0,0,0,
Unaffected,8687.5,0,0,0,0,
Unaffected,12883.5,0,0,0,0,
Unaffected,15387.0,0,0,0,0,
Unaffected,14517.5,0,0,0,0,
Unaffected,4938.0,0,0,0,0,
Unaffected,12016.0,0,0,0,0,
Unaffected,11013.5,0,0,0,0,
Unaffected,5414.0,0,0,0,0,
Unaffected,14078.5,0,0,0,0,
Unaffected,11464.5,0,0,0,0,
Unaffected,14276.5,0,0,0,0,
Unaffected,14398.0,0,0,0,0,
Unaffected,9858.5,0,0,0,0,
Unaffected,14860.5,0,0,0,0,
Unaffected,12369.5,0,0,0,0,
Unaffected,12501.5,0,0,0,0,
Unaffected,15760.5,0,0,0,0,
Unaffected,10959.0,0,0,0,0,
Unaffected,13556.5,0,0,0,0,
Unaffected,13461.5,0,0,0,0,
Unaffected,6989.5,0,0,0,0,
Unaffected,14783.5,0,0,0,0,
Unaffected,16393.5,0,0,0,0,
Unaffected,12320.5,0,0,0,0,
Unaffected,15302.5,0,0,0,0,
Unaffected,16690.5,0,0,0,0,
Unaffected,13077.0,0,0,0,0,
Unaffected,12750.5,0,0,0,0,
Unaffected,12340.5,0,0,0,0,
Unaffected,9730.0,0,0,0,0,
Unaffected,13117.5,0,0,0,0,
Unaffected,14097.5,0,0,0,0,
Unaffected,11524.0,0,0,0,0,
Unaffected,15371.5,0,0,0,0,
Unaffected,12421.5,0,0,0,0,
Unaffected,12267.5,0,0,0,0,
Unaffected,7.0,17403.0,0,0,0,
Unaffected,12258.5,0,0,0,0,
Unaffected,16123.5,0,0,0,0,
Unaffected,11317.0,0,0,0,0,
Unaffected,408.5,11063.0,0,0,0,
Unaffected,13750.0,0,0,0,0,
Unaffected,14480.5,0,0,0,0,
Unaffected,16791.5,0,0,0,0,
Unaffected,10217.0,0,0,0,0,
Unaffected,13519.0,0,0,0,0,
Unaffected,10690.0,0,0,0,0,
Unaffected,12967.0,0,0,0,0,
Unaffected,10946.0,0,0,0,0,
Unaffected,49.5,8845.0,0,0,0,
Unaffected,7700.5,0,0,0,0,
Unaffected,13558.0,0,0,0,0,
Unaffected,43.0,9563.0,0,0,0,
Unaffected,13063.5,0,0,0,0,
Unaffected,6369.5,0,0,0,0,
Unaffected,13838.5,0,0,0,0,
Unaffected,11783.5,0,0,0,0,
Unaffected,12379.5,0,0,0,0,
Unaffected,11126.5,0,0,0,0,
Unaffected,6660.5,0,0,0,0,
Unaffected,10171.0,0,0,0,0,
Unaffected,5500.5,0,0,0,0,
Unaffected,8199.5,0,0,0,0,
Unaffected,11559.0,0,0,0,0,
Unaffected,9914.5,0,0,0,0,
Unaffected,9624.0,0,0,0,0,
Unaffected,15913.5,0,0,0,0,
Unaffected,21.5,12563.0,0,0,0,
Unaffected,10784.0,0,0,0,0,
Unaffected,17588.5,0,0,0,0,
Unaffected,5521.5,0,0,0,0,
Unaffected,13401.5,0,0,0,0,
Unaffected,10624.0,0,0,0,0,
Unaffected,9635.5,0,0,0,0,
Unaffected,19697.0,0,0,0,0,
Unaffected,13717.0,0,0,0,0,
Unaffected,12896.5,0,0,0,0,
Unaffected,7297.5,0,0,0,0,
Unaffected,9280.0,0,0,0,0,
Unaffected,8217.5,0,0,0,0,
Unaffected,9481.5,0,0,0,0,
Unaffected,10133.0,0,0,0,0,
Unaffected,10420.0,0,0,0,0,
Unaffected,12145.0,0,0,0,0,
Unaffected,7601.5,0,0,0,0,
Unaffected,11153.0,0,0,0,0,
Unaffected,0.0,5115.0,0,0,0,
Unaffected,12381.0,0,0,0,0,
Unaffected,15847.0,0,0,0,0,
Unaffected,12570.0,0,0,0,0,
Unaffected,14023.5,0,0,0,0,
Unaffected,13160.5,0,0,0,0,
Unaffected,12429.0,0,0,0,0,
Unaffected,9095.0,0,0,0,0,
Unaffected,11081.5,0,0,0,0,
Unaffected,14152.0,0,0,0,0,
Unaffected,114.0,14432.5,0,0,0,
Unaffected,13589.0,0,0,0,0,
Unaffected,11595.0,0,0,0,0,
